LFCode	ItemCode	Department	Name1	Name2	Name3	Label1	Label2	BarcodeType1	BarcodeType2	UnitPrice	WeightUnit	TareWeight	ProducedDateTime	PackageDate	PackageTime	ValidDays	FreshDays	ValidDateCountF	ProducedDateF	PackageDateF	ValidDateF	FreshDateF	DiscountFlag	DiscountUnitPrice	DiscountStartDateTime	DiscountEndDateTime	ChangePriceFlag	ChangePriceMax	ChangePriceMin	YHMsgNo	YHMsgDept	SpeedCode
28614	2286140	98	CIABATTA INTEG.FIBRA			16	0	104	0	2990	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	CIABATTA INTEG.FIBRA
28633	2286330	98	PAN BOCADO DE DAMA			16	0	104	0	3990	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	PAN BOCADO DE DAMA
28637	2286370	98	PAN HOJA COCTEL			16	0	104	0	4290	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	PAN HOJA COCTEL
28640	2286400	98	PAN HOT DOG			16	0	104	0	2990	8	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	PAN HOT DOG
28679	2286790	98	PAN COLIZA			16	0	104	0	2990	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	PAN COLIZA
28690	2286900	98	HALLULLA CTE.			16	0	104	0	1990	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	HALLULLA CTE.
28692	2286920	98	PAN TOSCANO			16	0	104	0	3990	8	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	PAN TOSCANO
28734	2528734	98	CANASTO MANZANA			13	0	104	0	700	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	CANASTO MANZANA
28735	2528735	98	CANASTO CHOCOLATE			13	0	104	0	700	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	CANASTO CHOCOLATE
28756	2287560	98	MARRAQUETA INTEGRAL			16	0	104	0	2990	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	MARRAQUETA INTEGRAL
28757	2287570	98	PAN FOCACCIA CEBOLLA			16	0	104	0	3990	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	PAN FOCACCIA CEBOLLA
28758	2287580	98	PAN HOT DOG			16	0	104	0	2990	8	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	PAN HOT DOG
28759	2287590	98	PAN HAMBURGUESA			16	0	104	0	2990	8	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	PAN HAMBURGUESA
28792	2287920	98	PAN HOT DOG CASINO			16	0	104	0	2025	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	PAN HOT DOG CASINO
28793	2287930	98	PAN HOT DOG CASINO			16	0	104	0	2025	8	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	PAN HOT DOG CASINO
28795	2287950	98	PAN COLIZA PERUANA			16	0	104	0	3990	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	PAN COLIZA PERUANA
28805	2288050	98	HALLULLA CASINO			16	0	104	0	1560	0	0	19-07-2024 13:26:01	0	0	0	0	0	0	0	0	0	0	0	19-07-2024 13:26:01	19-07-2024 13:26:01	0	0	0	0	0	HALLULLA CASINO
